entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,duration_hours,month,asset,pnl_points
2024-01-09 15:16:07.586613,2024-01-09 23:16:07.586613,SHORT,RANGE,36710.06406001749,36353.13782521601,True,False,False,True,TRAILING_SL,1.1115172118713017,8.0,2024-01,BTC,
2024-01-13 09:16:07.586613,2024-01-13 10:16:07.586613,LONG,RANGE,36810.16542650404,72876.59866209306,False,False,False,False,SL,97.87954673037272,1.0,2024-01,BTC,
2024-01-15 15:16:07.586613,2024-01-16 02:16:07.586613,SHORT,RANGE,37983.99753372668,37634.70718578986,True,False,False,True,TRAILING_SL,1.0851611870998128,11.0,2024-01,BTC,
2024-01-16 13:16:07.586613,2024-01-16 19:16:07.586613,LONG,TREND,39919.89318266388,40121.911593115095,True,False,False,True,TRAILING_SL,1.1275297482596307,6.0,2024-01,BTC,
2024-01-16 14:16:07.586613,2024-01-16 23:16:07.586613,LONG,TREND,40232.07297604271,40455.20787437377,True,False,False,True,TRAILING_SL,1.1518097206101516,9.0,2024-01,BTC,
2024-01-18 10:16:07.586613,2024-01-18 11:16:07.586613,LONG,TREND,40505.13353778153,53135.15672287216,False,False,False,False,SL,31.08129007847824,1.0,2024-01,BTC,
2024-01-16 15:16:07.586613,2024-01-19 15:16:07.586613,LONG,TREND,40446.63484080301,38814.36986044538,False,False,False,False,TIMEOUT,-4.1356014456633625,72.0,2024-01,BTC,
2024-01-20 15:16:07.586613,2024-01-20 19:16:07.586613,LONG,RANGE,39837.723354887006,40413.70962739899,True,False,False,True,TRAILING_SL,1.3475406487946204,4.0,2024-01,BTC,
2024-01-20 14:16:07.586613,2024-01-20 20:16:07.586613,LONG,RANGE,39903.52553082858,40850.73294895524,True,False,False,True,TRAILING_SL,1.8114968434350651,6.0,2024-01,BTC,
2024-01-21 08:16:07.586613,2024-01-21 13:16:07.586613,LONG,RANGE,41605.46914495836,41981.69627564201,True,False,False,True,TRAILING_SL,1.076761628207248,5.0,2024-01,BTC,
2024-01-21 09:16:07.586613,2024-01-23 09:16:07.586613,LONG,TREND,41875.296047621305,42230.681072031664,True,False,False,True,TRAILING_SL,1.2988373276766991,48.0,2024-01,BTC,
2024-01-21 10:16:07.586613,2024-01-23 12:16:07.586613,LONG,TREND,42089.25620710163,43015.8750844872,True,False,False,True,TRAILING_SL,1.975278394403213,50.0,2024-01,BTC,
2024-01-23 08:16:07.586613,2024-01-23 13:16:07.586613,LONG,RANGE,42683.23909063347,43234.22978034754,True,False,False,True,TRAILING_SL,1.2700665145768306,5.0,2024-01,BTC,
2024-01-23 10:16:07.586613,2024-01-23 13:16:07.586613,LONG,RANGE,42719.89090119876,43234.22978034754,True,False,False,True,TRAILING_SL,1.2266149258852612,3.0,2024-01,BTC,
2024-01-25 08:16:07.586613,2024-01-25 12:16:07.586613,LONG,TREND,44099.43871523507,44715.80439929056,True,False,False,True,TRAILING_SL,1.5733362006550398,4.0,2024-01,BTC,
2024-01-25 09:16:07.586613,2024-01-25 12:16:07.586613,LONG,TREND,44450.69455708374,44715.80439929056,True,False,False,True,TRAILING_SL,1.1727066364186487,3.0,2024-01,BTC,
2024-01-25 10:16:07.586613,2024-01-25 15:16:07.586613,LONG,TREND,44685.57535766849,44930.45692865425,True,False,False,True,TRAILING_SL,1.148505167244355,5.0,2024-01,BTC,
2024-01-27 10:16:07.586613,2024-01-27 11:16:07.586613,SHORT,RANGE,40029.81076690215,35786.347057125095,False,False,False,False,SL,10.500758855661834,1.0,2024-01,BTC,
2024-01-25 13:16:07.586613,2024-01-28 13:16:07.586613,LONG,TREND,45085.04890954831,41120.16041208029,False,False,False,False,TIMEOUT,-8.894242422632301,72.0,2024-01,BTC,
2024-01-25 14:16:07.586613,2024-01-28 14:16:07.586613,LONG,TREND,45476.39402406282,41432.33210018856,False,False,False,False,TIMEOUT,-8.992661809848952,72.0,2024-01,BTC,
2024-01-29 14:16:07.586613,2024-01-29 16:16:07.586613,SHORT,RANGE,39887.05158569494,39059.54628681401,True,False,False,True,TRAILING_SL,1.6626856885364654,2.0,2024-01,BTC,
2024-01-29 15:16:07.586613,2024-01-29 17:16:07.586613,SHORT,RANGE,39303.58767158888,38941.08941046688,True,False,False,True,TRAILING_SL,1.0865266182071585,2.0,2024-01,BTC,
2024-01-30 08:16:07.586613,2024-01-30 16:16:07.586613,SHORT,TREND,37514.31480417826,37257.08152010626,True,False,False,True,TRAILING_SL,1.2183468378201017,8.0,2024-01,BTC,
2024-01-30 14:16:07.586613,2024-01-31 11:16:07.586613,SHORT,RANGE,37184.61392268102,36808.46091720294,True,False,False,True,TRAILING_SL,1.1311661939871536,21.0,2024-01,BTC,
2024-02-02 08:16:07.586613,2024-02-02 13:16:07.586613,LONG,RANGE,38789.22728062808,39123.71961312841,True,False,False,True,TRAILING_SL,1.0557915325018956,5.0,2024-02,BTC,
2024-02-02 09:16:07.586613,2024-02-02 13:16:07.586613,LONG,RANGE,38830.21376727085,39123.71961312841,True,False,False,True,TRAILING_SL,1.002559882893883,4.0,2024-02,BTC,
2024-02-02 10:16:07.586613,2024-02-02 17:16:07.586613,LONG,TREND,38864.951588822885,39857.67934514674,True,False,False,True,TRAILING_SL,2.151650383238028,7.0,2024-02,BTC,
2024-02-02 13:16:07.586613,2024-02-02 17:16:07.586613,LONG,RANGE,39321.72503148913,40060.00259055358,True,False,False,True,TRAILING_SL,1.563390476938305,4.0,2024-02,BTC,
2024-02-02 14:16:07.586613,2024-02-02 17:16:07.586613,LONG,RANGE,39068.79157694095,40060.00259055358,True,True,False,True,TRAILING_SL,1.866668311959076,3.0,2024-02,BTC,
2024-02-02 15:16:07.586613,2024-02-02 17:16:07.586613,LONG,RANGE,39219.51730874868,40060.00259055358,True,False,False,True,TRAILING_SL,1.6961390566217749,2.0,2024-02,BTC,
2024-02-04 10:16:07.586613,2024-02-04 11:16:07.586613,SHORT,RANGE,38507.61800039472,32566.591321216823,False,False,False,False,SL,15.328185350537638,1.0,2024-02,BTC,
2024-02-04 14:16:07.586613,2024-02-04 15:16:07.586613,SHORT,RANGE,38102.6002076339,31879.116789435644,False,False,False,False,SL,16.233487437299285,1.0,2024-02,BTC,
2024-02-05 10:16:07.586613,2024-02-05 14:16:07.586613,LONG,RANGE,37942.10140476823,38222.76442776741,True,False,False,True,TRAILING_SL,0.9944819828869697,4.0,2024-02,BTC,
2024-02-07 08:16:07.586613,2024-02-08 00:16:07.586613,SHORT,RANGE,36474.61280341877,35829.52302074329,True,False,False,True,TRAILING_SL,1.5096746992897594,16.0,2024-02,BTC,
2024-02-07 09:16:07.586613,2024-02-08 00:16:07.586613,SHORT,RANGE,36615.6746713533,35829.52302074329,True,False,False,True,TRAILING_SL,1.6988929095649266,15.0,2024-02,BTC,
2024-02-07 10:16:07.586613,2024-02-08 00:16:07.586613,SHORT,RANGE,36692.34283832653,35829.52302074329,True,True,False,True,TRAILING_SL,1.831049659732828,14.0,2024-02,BTC,
2024-02-10 14:16:07.586613,2024-02-10 22:16:07.586613,LONG,RANGE,38101.99206525635,38675.09732799977,True,True,False,True,TRAILING_SL,1.6600769288187809,8.0,2024-02,BTC,
2024-02-13 10:16:07.586613,2024-02-13 11:16:07.586613,LONG,RANGE,42092.50906413044,45971.60244402255,False,False,False,False,SL,9.115638283719512,1.0,2024-02,BTC,
2024-02-13 13:16:07.586613,2024-02-13 21:16:07.586613,LONG,TREND,42100.8890882654,43749.39672907409,True,True,False,True,TRAILING_SL,2.8420224834005654,8.0,2024-02,BTC,
2024-02-13 14:16:07.586613,2024-02-13 21:16:07.586613,LONG,TREND,42336.00557172378,43749.39672907409,True,True,False,True,TRAILING_SL,2.7266017060364,7.0,2024-02,BTC,
2024-02-13 15:16:07.586613,2024-02-13 21:16:07.586613,LONG,TREND,42979.25954773301,43749.39672907409,True,False,False,True,TRAILING_SL,1.7704404948400354,6.0,2024-02,BTC,
2024-02-14 13:16:07.586613,2024-02-14 14:16:07.586613,LONG,TREND,46180.34704130623,53516.17495824102,False,False,False,False,SL,15.785172777877182,1.0,2024-02,BTC,
2024-02-14 15:16:07.586613,2024-02-14 16:16:07.586613,LONG,RANGE,47251.78994152611,53516.17495824101,False,False,False,False,SL,13.157455483627285,1.0,2024-02,BTC,
2024-02-14 08:16:07.586613,2024-02-14 19:16:07.586613,LONG,TREND,45841.005470072094,47506.02792490966,True,False,False,True,TRAILING_SL,2.690584134459704,11.0,2024-02,BTC,
2024-02-14 09:16:07.586613,2024-02-14 19:16:07.586613,LONG,TREND,46322.09185029578,47506.02792490966,True,False,False,True,TRAILING_SL,2.152438913510358,10.0,2024-02,BTC,
2024-02-14 10:16:07.586613,2024-02-14 19:16:07.586613,LONG,TREND,46394.49374548868,47506.02792490966,True,False,False,True,TRAILING_SL,2.0724160560719085,9.0,2024-02,BTC,
2024-02-16 10:16:07.586613,2024-02-18 06:16:07.586613,SHORT,RANGE,46320.77899168191,46055.66699511344,True,False,False,True,TRAILING_SL,0.9115446222942258,44.0,2024-02,BTC,
2024-02-19 10:16:07.586613,2024-02-20 05:16:07.586613,LONG,RANGE,51930.48624641143,52426.8402855922,True,False,False,True,TRAILING_SL,1.1025273604993302,19.0,2024-02,BTC,
2024-02-19 15:16:07.586613,2024-02-20 05:16:07.586613,LONG,RANGE,52009.45811895264,52426.8402855922,True,False,False,True,TRAILING_SL,1.025881023168841,14.0,2024-02,BTC,
2024-02-19 13:16:07.586613,2024-02-20 09:16:07.586613,LONG,RANGE,52183.374682471695,52659.77335882339,True,False,False,True,TRAILING_SL,1.0810909522793537,20.0,2024-02,BTC,
2024-02-19 14:16:07.586613,2024-02-20 12:16:07.586613,LONG,RANGE,52445.52328756067,53325.51197817911,True,True,False,True,TRAILING_SL,1.6948320041277596,22.0,2024-02,BTC,
2024-02-20 08:16:07.586613,2024-02-20 12:16:07.586613,LONG,RANGE,53049.40611737931,53325.51197817911,True,False,False,True,TRAILING_SL,0.8848596388090268,4.0,2024-02,BTC,
2024-02-20 10:16:07.586613,2024-02-20 17:16:07.586613,LONG,TREND,53006.354152853375,53283.303072085306,True,False,False,True,TRAILING_SL,1.1357412451847817,7.0,2024-02,BTC,
2024-02-20 13:16:07.586613,2024-02-20 23:16:07.586613,LONG,TREND,53506.83216891359,53777.78327670771,True,False,False,True,TRAILING_SL,1.12769300060484,10.0,2024-02,BTC,
2024-02-20 14:16:07.586613,2024-02-20 23:16:07.586613,LONG,RANGE,53723.19274426374,54050.76694816309,True,False,False,True,TRAILING_SL,0.9294972415462994,9.0,2024-02,BTC,
2024-02-20 09:16:07.586613,2024-02-21 05:16:07.586613,SHORT,RANGE,52318.71714606142,51619.38733022802,True,False,False,True,TRAILING_SL,1.2937111653163638,20.0,2024-02,BTC,
2024-02-22 15:16:07.586613,2024-02-22 18:16:07.586613,SHORT,TREND,52588.41196413427,54175.49499714303,False,False,False,False,SL,-3.117932988908582,3.0,2024-02,BTC,
2024-02-20 15:16:07.586613,2024-02-23 06:16:07.586613,LONG,TREND,53837.75088991475,55167.31884507231,True,False,False,True,TRAILING_SL,2.109291510771141,63.0,2024-02,BTC,
2024-02-23 08:16:07.586613,2024-02-23 11:16:07.586613,LONG,RANGE,55885.55759965603,57116.98890228856,True,False,False,True,TRAILING_SL,1.726368773815457,3.0,2024-02,BTC,
2024-02-23 09:16:07.586613,2024-02-23 11:16:07.586613,LONG,RANGE,56367.14003956547,57116.98890228856,True,False,False,True,TRAILING_SL,1.2897721603816856,2.0,2024-02,BTC,
2024-02-23 10:16:07.586613,2024-02-23 13:16:07.586613,LONG,RANGE,56878.349681731655,57295.50710834053,True,False,False,True,TRAILING_SL,0.9913352060301648,3.0,2024-02,BTC,
2024-02-23 13:16:07.586613,2024-02-23 15:16:07.586613,LONG,TREND,57196.62710485647,57517.49707172115,True,False,False,True,TRAILING_SL,1.1549972802648325,2.0,2024-02,BTC,
2024-02-23 14:16:07.586613,2024-02-24 00:16:07.586613,LONG,RANGE,57964.66920916313,58354.79478559745,True,False,False,True,TRAILING_SL,0.9611451438712336,10.0,2024-02,BTC,
